시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,도로명주소,도로명상세주소,적재일시
B10,서울특별시교육청,강남구,학원,30070,수학의제국학원,20101013,20101013,개원,,,806,76,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,135500,서울특별시 강남구 도곡로 454,/ 6층 (대치동/알파마이티 대치빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000021581,수학의창학원,20141118,20141118,개원,,,480,120,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,135842,서울특별시 강남구 삼성로72길 3,/ 4층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000014172,수학의흐름학원,20120521,20120521,개원,,,276,75,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06205,서울특별시 강남구 도곡로63길 34,/ 1층 전체 (대치동/ 요안빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000031860,수학이랑노는토끼(BPM)학원,20180528,20180528,개원,,,36,69,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,06288,서울특별시 강남구 삼성로 150,/ 3층 319호일부 (대치동/ 한보미도맨션),20200830005523
B10,서울특별시교육청,강남구,학원,16565,수학저격학원,20070313,20070313,개원,,,100,88,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,135501,서울특별시 강남구 삼성로58길 7,/ 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,1000035774,수학전문강남수학원,19951229,19951229,개원,,,112,71,입시.검정 및 보습,보통교과,보습/,보습,,N,N,06343,서울특별시 강남구 일원로5길 51,/ 2층 전체 (일원동),20200830005523
B10,서울특별시교육청,강남구,학원,1000036331,수학전문로커스학원,20000704,20000704,개원,,,45,90,입시.검정 및 보습,보통교과,보습/,보습,,,,135994,서울특별시 강남구 개포로82길 7,/ 3층 301호 (개포동),20200830005523
B10,서울특별시교육청,강남구,학원,28903,수학전문순수학원,20100609,20100609,개원,20111128,20111204,60,70,입시.검정 및 보습,보통교과,,보습,,Y,N,135501,서울특별시 강남구 도곡로 522,  2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,29367,수학혁명학원,20100719,20100719,개원,,,250,51,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,135843,서울특별시 강남구 선릉로 334,/ 203호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000022425,순수지원(G1)미술학원,20150213,20150213,개원,,,278,54,예능(대),예능(중),미술/,미술,,Y,N,06199,서울특별시 강남구 선릉로 342,/ 2층 및 3층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000028180,숨마투스선릉학원,20170202,20170202,개원,,,560,537,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06194,서울특별시 강남구 테헤란로78길 16,/ 5층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000021431,쉿연기학원,20141023,20141023,개원,,,7,50,기예(대),기예(중),,연기(연극/뮤지컬/오페라),,Y,N,135815,서울특별시 강남구 논현로131길 33,/ 2층 (논현동),20200830005523
B10,서울특별시교육청,강남구,학원,1000036718,슈파스학원,20020425,20020425,개원,,,144,0,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,135999,서울특별시 강남구 삼성로 307,/ 3층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,1000035951,슈퍼멘토학원,19980331,19980331,개원,,,190,78,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06343,서울특별시 강남구 일원로 41,/ 3층 전체 (일원동),20200830005523
﻿B10,서울특별시교육청,강남구,학원,10472,스누키피아수학전문학원,20050412,20050412,개원,,,30,54,입시.검정 및 보습,보통교과,,보습,,N,,135500,서울특별시 강남구 삼성로 225,  아주빌딩 202호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000029265,스마일스피치원격학원,20170620,20170620,개원,,,200,100,기타(대),기타(중),,화술,,Y,N,06123,서울특별시 강남구 봉은사로4길 1,/ 3층 (역삼동),20200830005523
B10,서울특별시교육청,강남구,학원,3000010929,스마트(smart)러닝센터학원,20110519,20110519,개원,,,25,28,기타(대),기타(중),기타(소)/,기타(소),,,,135843,서울특별시 강남구 도곡로63길 25,  3층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000030461,스마트브릭에듀케이션(SMART BRICK EDUCATION)학원,20171130,20171130,개원,20180209,20180215,46,149,국제화,외국어,,실용외국어(유아/초·중·고),,Y,N,06017,서울특별시 강남구 압구정로 312,/ 3층일부 (신사동),20200830005523
B10,서울특별시교육청,강남구,학원,1000036511,스마트정일학원,20050204,20010712,개원,,,80,73,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06205,서울특별시 강남구 선릉로64길 15-6,/ 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000017033,스마트학원,20130416,20130416,개원,,,12,75,입시.검정 및 보습,보통교과,,보습,,Y,N,135961,서울특별시 강남구 논현로8길 53,/ 3층 (개포동),20200830005523
B10,서울특별시교육청,강남구,학원,3000032200,스마티움개포1독서실,20180712,20180712,개원,,,165,165,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,06329,서울특별시 강남구 개포로 508,/ 601/603/604/605호 (개포동/ 소망빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,17410,스와튼인터내셔널아카데미어학원,20070528,20070528,개원,,,27,90,국제화,외국어,,실용외국어(유아/초·중·고),,N,N,135500,서울특별시 강남구 도곡로 430,/ 5층 (대치동/단우빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000011478,스카이(SKY)학원,20110712,20110712,개원,,,285,113,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,135843,서울특별시 강남구 삼성로69길 11,/ 4층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000022426,스카이로학원,20150213,20150213,개원,,,40,84,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,135230,서울특별시 강남구 일원로 95,/ 602호 (일원동/ 신영프라자),20200830005523
B10,서울특별시교육청,강남구,학원,3000021825,스카이매쓰수학전문학원,20141208,20141208,개원,,,66,70,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,135555,서울특별시 강남구 언주로 118,/ 127호 (도곡동/ 우성캐릭터 199),20200830005523
B10,서울특별시교육청,강남구,학원,3000034802,스카이멘토링학원,20190710,20190710,개원,,,27,68,입시.검정 및 보습,진학지도,진학상담지도/,진학상담지도,,Y,N,06201,서울특별시 강남구 역삼로 444,/ 501호 전체 (대치동/ 진경빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000031731,스카이미술학원,20180424,20180424,개원,,,1750,73,예능(대),예능(중),,미술,,Y,N,06198,서울특별시 강남구 역삼로63길 5,/ 4층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000024397,스카이에듀원격학원,20151026,20151023,개원,,,594,99,입시.검정 및 보습,보통교과,,보습,,Y,N,135934,서울특별시 강남구 강남대로 388,/ 14층일부 (역삼동/ 강남센타),20200830005523
B10,서울특별시교육청,강남구,학원,3000032742,스카이유니버스입시전략컨설팅학원,20181010,20181010,개원,,,11,74,입시.검정 및 보습,진학지도,,진학상담지도,,Y,N,06202,서울특별시 강남구 삼성로69길 15,/ 5층일부(504호) (대치동/ 에덴빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000029129,스카이입시교육학원,20170523,20170523,개원,,,50,75,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06209,서울특별시 강남구 삼성로 307,/ 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,1000036151,스카이학원,19990823,19990823,개원,,,42,225,입시.검정 및 보습,보통교과,보습/,보습,,N,N,135864,서울특별시 강남구 선릉로 664, 303동 304호(삼성동,20200830005523
B10,서울특별시교육청,강남구,학원,23331,스칼라(scholar)어학원,20100607,20090225,개원,,,292,180,국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),,Y,N,135895,서울특별시 강남구 언주로151길 21,/ 3층/4층/5층일부 (신사동),20200830005523
B10,서울특별시교육청,강남구,학원,17091,스케치렌더링미술학원,20070426,20070426,개원,,,36,33,기예(대),기예(중),미술/,미술,,Y,N,135818,서울특별시 강남구 학동로33길 7,  3층 일부 301호 (논현동),20200830005523
B10,서울특별시교육청,강남구,학원,3000025966,스킬서포트교육센터컴퓨터학원,20160406,20160406,개원,,,88,88,직업기술,컴퓨터,컴퓨터(정보처리/통신기기/인터넷/소프트웨어)/,컴퓨터(정보처리/통신기기/인터넷/소프트웨어),,Y,N,06158,서울특별시 강남구 삼성로95길 15,/ 7층 일부 (삼성동),20200830005523
B10,서울특별시교육청,강남구,학원,17438,스타게이트연기학원,20070608,20070608,개원,,,12,137,기예(대),기예(중),연기(연극/뮤지컬/오페라)/,연기(연극/뮤지컬/오페라),,Y,N,135813,서울특별시 강남구 강남대로 578,/ 2층 (논현동/ 성현오피스텔),20200830005523
B10,서울특별시교육청,강남구,학원,3000014274,스타보컬학원,20120604,20120604,개원,,,1,46,기예(대),기예(중),,실용음악(성악),,,,135897,서울특별시 강남구 압구정로54길 19,/ 3층 (신사동/주한빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000010835,스타실용음악학원,20110504,20110504,개원,,,6,42,기타(대),기타(중),,음반,,,N,135802,서울특별시 강남구 선릉로 30,  301호 (개포동),20200830005523
B10,서울특별시교육청,강남구,학원,3000012511,스타인스타즈아카데미학원,20111109,20111109,개원,,,60,20,기예(대),기예(중),연기(연극/뮤지컬/오페라)/,연기(연극/뮤지컬/오페라),,Y,N,135893,서울특별시 강남구 논현로168길 30 ,  3층 (신사동),20200830005523
B10,서울특별시교육청,강남구,학원,30226,스타토리미용학원,20101029,20101029,개원,,,920,145,직업기술,산업응용기술,이·미용/,이·미용,,Y,N,135932,서울특별시 강남구 테헤란로1길 10,/ 7층 (역삼동/세경빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000037227,스타토리뷰티아카데미학원,20200722,20200722,개원,,,169,60,직업기술,산업응용기술,,이·미용,,Y,N,06129,서울특별시 강남구 강남대로94길 15,/ 5층 전체 (역삼동),20200830005523
B10,서울특별시교육청,강남구,학원,3000011995,스타팩토리아카데미학원,20110907,20110907,개원,,,184,110,종합(대),,무용(전통무용/현대무용)/,,,,,135830,서울특별시 강남구 학동로 342,  SK허브빌딩 207 207-1 208 208-1 209 209-1 210호 (논현동),20200830005523
B10,서울특별시교육청,강남구,학원,3000017393,스타프라임학원,20130603,20130603,개원,,,60,69,입시.검정 및 보습,보통교과,보습/,보습,,,N,135895,서울특별시 강남구 언주로 850,/ 3층 (신사동/스타빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000019867,스타하우스트레이닝센터연기학원,20140414,20140414,개원,,,10,68,기타(대),기타(중),,연극,,Y,,135847,서울특별시 강남구 역삼로 555,/ 101호 일부 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000011548,스탭스터디(staffstudy)연극영상학원,20110719,20110719,개원,,,165,68,기예(대),기예(중),연기(연극/뮤지컬/오페라)/,연기(연극/뮤지컬/오페라),,,N,06032,서울특별시 강남구 도산대로27길 40,/ 3층일부(301호) (신사동),20200830005523
B10,서울특별시교육청,강남구,학원,3000031655,스터디3.0독서실,20180424,20180424,개원,,,2,151,독서실,독서실,,독서실(유아/초·중·고),,Y,N,06198,서울특별시 강남구 역삼로 415,/ 1층 일부 (대치동/ 성진빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000031658,스터디3.0보습학원,20180424,20180424,개원,,,200,91,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06198,서울특별시 강남구 역삼로 415,/ 1층 일부 및 5층 일부 (대치동/ 성진빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,30107,스터디메이트국어학원,20101019,20101019,개원,,,80,70,입시.검정 및 보습,보통교과,보습/보습·논술/,보습·논술,,Y,N,06280,서울특별시 강남구 남부순환로 2941,/ 2층 203호 (대치동/ 대치탑프라자),20200830005523
B10,서울특별시교육청,강남구,학원,1000036430,스터디뱅크독서실,20010319,20010319,개원,,,60,109,독서실,독서실,독서실(유아/초·중·고)/,독서실,,Y,N,135501,서울특별시 강남구 영동대로 223,/ 4층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000032327,스터디브릭스내신관학원,20180727,20180727,개원,,,450,81,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06203,서울특별시 강남구 삼성로 317,/ 3층 (대치동/ 우석빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000031415,스터디브릭스입시관학원,20180313,20180313,개원,,,270,76,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06203,서울특별시 강남구 삼성로 317,/ 4층 (대치동/ 우석빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000018516,스터디브릭스학원,20131107,20131107,개원,,,96,148,입시.검정 및 보습,보통교과,보습/,보습,,,,135998,서울특별시 강남구 삼성로 315,/ 2층/ 3층 (대치동/ 청하빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000018732,스터디수독서실,20131203,20131203,개원,,,128,128,독서실,독서실(중),독서실(일반인)/,독서실(일반인),,,N,135935,서울특별시 강남구 테헤란로4길 29,/ 3층 (역삼동/정우씨티),20200830005523
B10,서울특별시교육청,강남구,학원,3000013622,스터디업하이논술학원,20120313,20120313,개원,,,230,96,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06209,서울특별시 강남구 삼성로61길 12,/ 1층/2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,1000035994,스터디엔카페삼우독서실,19980714,19980714,개원,,,66,66,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,06354,서울특별시 강남구 광평로31길 27,/ 2층 206호일부·207호 (수서동/ 삼성아파트),20200830005523
B10,서울특별시교육청,강남구,학원,3000024692,스터디케어독서실,20151119,20151119,개원,,,156,78,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,06226,서울특별시 강남구 언주로 317,/ 203호/204호 (역삼동),20200830005523
B10,서울특별시교육청,강남구,학원,3000033216,스터디케이학원,20181211,20181211,개원,,,300,77,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,06282,서울특별시 강남구 삼성로58길 29,/ 301호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000024597,스터디콤독서실,20151102,20151102,개원,,,238,119,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,06276,서울특별시 강남구 선릉로 225,/ 503호일부 (도곡동),20200830005523
B10,서울특별시교육청,강남구,학원,3000034381,스터디포스학원,20190510,20190510,개원,,,35,69,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06197,서울특별시 강남구 역삼로 417,/ 2층일부(203호) (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000026505,스터디플래닛강남일원센터독서실,20160630,20160630,개원,,,1148,82,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,06343,서울특별시 강남구 일원로 35,/ 4층일부/ 5층일부 (일원동),20200830005523
B10,서울특별시교육청,강남구,학원,1000035451,스터디플래닛대치2센터독서실,19901008,19901008,개원,,,112,111,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,135501,서울특별시 강남구 삼성로58길 29,/ 5층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000022917,스터디플래닛대치지점독서실,20150311,20150311,개원,,,10,93,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,135779,서울특별시 강남구 선릉로 227,/ 501호 (도곡동/ 진달래상가),20200830005523
B10,서울특별시교육청,강남구,학원,3000028132,스터디플래닛독서실,20170125,20170125,개원,,,238,119,독서실,독서실,,독서실(유아/초·중·고),,Y,N,06018,서울특별시 강남구 압구정로 328,/ 3층(신사동) (신사동),20200830005523
B10,서울특별시교육청,강남구,학원,3000032072,스터디플래닛수서센터독서실,20180622,20180622,개원,,,1170,117,독서실,독서실,,독서실(유아/초·중·고),,Y,N,06349,서울특별시 강남구 광평로51길 6-11,/ 4층 (수서동/ 문암빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000035721,스터디피티2관학원,20191202,20191202,개원,,,1160,80,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06199,서울특별시 강남구 선릉로68길 17,/ 1층 101호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000021139,스터디피티학원,20140717,20140717,개원,,,1160,73,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06205,서울특별시 강남구 도곡로63길 27,/ 1층·3층 (대치동/ 시온빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000029091,스토리봄원격학원,20170519,20170519,개원,,,80,90,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06153,서울특별시 강남구 선릉로 578,/ 7층 733호 (삼성동),20200830005523
B10,서울특별시교육청,강남구,학원,3000011066,스톰수학학원,20110530,20110530,개원,,,80,60,입시.검정 및 보습,보통교과,,보습,,,,135820,서울특별시 강남구 선릉로 709,  4층 (논현동),20200830005523
B10,서울특별시교육청,강남구,학원,3000020397,스티븐아카데미원격학원,20140616,20140616,개원,,,0,200,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,135839,서울특별시 강남구 선릉로86길 15,/ 404호 (대치동/현대 선릉 GOLD TOWER),20200830005523
B10,서울특별시교육청,강남구,학원,3000029106,스파크수학과학학원,20170526,20170526,개원,,,112,76,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06199,서울특별시 강남구 역삼로 414,/ 3층 전체 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000015901,스페셜리스트국어논술전문학원,20121212,20121212,개원,,,232,103,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,,,135836,서울특별시 강남구 남부순환로 2936,/ 306호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000015194,스페인어세계통역학원,20031128,20031128,개원,,,216,72,국제화,국제,통역(성인)/,통역(성인),,,,135931,서울특별시 강남구 강남대로110길 24,/ 진영빌딩 2/4층 (역삼동),20200830005523
B10,서울특별시교육청,강남구,학원,3000036893,스펙터영어학원,20200514,20200514,개원,,,90,69,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,06279,서울특별시 강남구 삼성로57길 39,/ 1층 전체 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,23818,습관만들기학원,20090415,20090415,개원,,,8,87,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,135951,서울특별시 강남구 선릉로132길 60,  3층 (청담동),20200830005523
B10,서울특별시교육청,강남구,학원,3000034606,시그니처어학원,20190612,20190612,개원,,,431,148,국제화,외국어,,실용외국어(유아/초·중·고),,Y,N,06184,서울특별시 강남구 역삼로 527,/ 6층 601호 (대치동/ 그린메디칼사옥),20200830005523
B10,서울특별시교육청,강남구,학원,11311,시그마베스트학원,20050930,20050930,개원,,,35,76,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,135857,서울특별시 강남구 도곡로 184,/ 301호 (도곡동/ 신호빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,28982,시그마엘리트(∑em)학원,20100618,20100618,개원,,,42,72,입시.검정 및 보습,보통교과,보습/,보습,,N,N,135500,서울특별시 강남구 삼성로57길 19,  1층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000036517,시냅스수학학원,20200309,20200309,개원,,,70,92,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06202,서울특별시 강남구 삼성로 343,/ 301호305호 (대치동/ 대치빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000029594,시대인재15학원,20170725,20170725,개원,,,7960,194,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,06209,서울특별시 강남구 도곡로 451,/ 한나빌딩 3층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000032293,시대인재16학원,20180724,20180724,개원,,,3586,209,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,06209,서울특별시 강남구 도곡로 451,/ 4층 (대치동/ 한나빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000036056,시대인재23학원,20200106,20200106,개원,,,10507,133,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06279,서울특별시 강남구 삼성로57길 36,/ 2층 전체 (대치동/ 대덕빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,5813,시대인재2관학원,20040723,20040723,개원,,,11910,70,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,135501,서울특별시 강남구 도곡로 510,/ 3층 6호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000036057,시대인재33학원,20200106,20200106,개원,,,10428,132,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06279,서울특별시 강남구 삼성로57길 36,/ 3층 전체 (대치동/ 대덕빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000019866,시대인재3관학원,20140414,20140414,개원,,,12230,124,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,135501,서울특별시 강남구 도곡로 510,/ 207호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,1000036485,시대인재56학원,20010608,20010608,개원,,,920,104,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,135500,서울특별시 강남구 삼성로 231,  301호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000026829,시대인재77학원,20160726,20160726,개원,,,9706,236,종합(대),,보습/보습·논술/진학상담지도/,,,Y,N,06279,서울특별시 강남구 도곡로 460,/ 4층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000033071,시대인재78학원,20181122,20181122,개원,,,3790,192,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,06279,서울특별시 강남구 도곡로 460,/ 3층전체 (대치동/ 동선빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000023542,시대인재7관학원,20150625,20150625,개원,,,21400,121,입시.검정 및 보습,보통교과,보습/,보습,,Y,N,135501,서울특별시 강남구 도곡로 516,/ 311호/312호 (대치동/ 삼성상가),20200830005523
B10,서울특별시교육청,강남구,학원,10135,시대인재87학원,20050613,20050613,개원,,,5300,74,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,135500,서울특별시 강남구 삼성로57길 22,/ 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000026839,시대인재88학원,20160727,20160727,개원,,,6630,82,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,06279,서울특별시 강남구 삼성로57길 22,/ 3층일부 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000028067,시대인재98학원,20170117,20170116,개원,,,8732,155,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06279,서울특별시 강남구 도곡로 434,/ 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000026764,시대인재99학원,20160726,20160726,개원,,,6830,132,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,06279,서울특별시 강남구 도곡로 428,/ 4층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000012230,시대인재H관학원,20111010,20111010,개원,,,573,208,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06209,서울특별시 강남구 도곡로 453,/ 4층·6층 (대치동/ 목빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000029410,시대인재부엉이라이브러리신관독서실,20170626,20170621,개원,,,300,748,독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),,Y,N,06280,서울특별시 강남구 삼성로51길 11,/ 4층/5층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000029285,시대인재부엉이라이브러리신관학원,20170622,20170622,개원,,,15170,493,종합(대),,보습/보습·논술/진학상담지도/독서실(유아/초·중·고)/,,,Y,N,06280,서울특별시 강남구 삼성로51길 11,/ 2층·3층 (대치동/ 강남대학교 카이로스빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000032084,시대인재부엉이라이브러리엔(N)학원,20190115,20180622,개원,,,8164,1708,종합(대),,보습/보습·논술/진학상담지도/독서실(유아/초·중·고)/,,,Y,N,06191,서울특별시 강남구 도곡로 505,/ B1층 일부/ 3~5층 전체 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000037116,시대인재부엉이라이브러리엠(M)관독서실,20200702,20200702,개원,,,350,370,독서실,독서실,,독서실(유아/초·중·고),,Y,N,06190,서울특별시 강남구 도곡로 527,/ 3층~6층전체 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000037097,시대인재부엉이라이브러리엠(M)관학원,20200630,20200630,개원,,,5720,317,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06190,서울특별시 강남구 도곡로 527,/ 1층/ 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000027479,시대인재서바이벌관학원,20150731,20150731,개원,,,11670,104,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,06282,서울특별시 강남구 도곡로 510,/ 2층1호/2호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000030984,시대인재수학관학원,20180130,20180130,개원,,,1410,134,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,06282,서울특별시 강남구 삼성로58길 9,/ / 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000034961,시대인재앤(N)관학원,20190805,20190805,개원,,,2220,235,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06191,서울특별시 강남구 도곡로 505,/ 지하1층 B102호 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000029955,시대인재온원격학원,20170927,20170927,개원,,,8000,1000,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06279,서울특별시 강남구 도곡로78길 6,/ 3층일부(복도 왼쪽) (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000018441,시대인재학원,20131031,20131031,개원,,,7880,134,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,Y,N,06279,서울특별시 강남구 도곡로 446,/ 3층 전체 (대치동/ 우전빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,3000031844,시리우스감마학원,20180523,20180523,개원,,,240,99,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06185,서울특별시 강남구 역삼로 505,/ 2층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000012670,시리우스베타학원,20111205,20111205,개원,,,640,85,입시.검정 및 보습,보통교과,보습/보습·논술/,보습,,,N,06185,서울특별시 강남구 역삼로 505,/ 3층전체 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000033475,시리우스영재학원,20190111,20190111,개원,20190829,20191012,240,95,입시.검정 및 보습,보통교과,,보습·논술,,Y,N,06186,서울특별시 강남구 삼성로 352,/ 7층 702호 (대치동/ 창진빌딩),20200830005523
B10,서울특별시교육청,강남구,학원,25801,시리우스학원,20091006,20091006,개원,,,360,228,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,06185,서울특별시 강남구 역삼로 505,/ 1층일부·4층·5층 (대치동),20200830005523
B10,서울특별시교육청,강남구,학원,3000022010,시매쓰새움에프아이티(FIT)영재센터학원,20141229,20141229,개원,,,280,137,입시.검정 및 보습,보통교과,보습·논술/,보습·논술,,Y,N,135849,서울특별시 강남구 삼성로 308,/ 3층 (대치동/ 성원빌딩),20200830005523
